epoch,Acc,loss,lr,val_Acc,val_loss
0,0.1181500032544136,2.7301409244537354,0.01,0.10530000180006027,337212352.0
1,0.12494999915361404,2.2922279834747314,0.01,0.12839999794960022,207561.53125
2,0.13054999709129333,2.266688346862793,0.01,0.11779999732971191,4276.80078125
3,0.14714999496936798,2.2403881549835205,0.01,0.1251000016927719,173.8285675048828
4,0.22632500529289246,2.0729548931121826,0.01,0.13699999451637268,15.842225074768066
5,0.3393999934196472,1.7257119417190552,0.01,0.13680000603199005,8.231301307678223
6,0.42272499203681946,1.5307899713516235,0.01,0.16369999945163727,5.107597827911377
7,0.48167499899864197,1.3936402797698975,0.01,0.21119999885559082,3.9462854862213135
8,0.532925009727478,1.2752331495285034,0.01,0.20759999752044678,4.632452011108398
9,0.5669500231742859,1.1884390115737915,0.01,0.23160000145435333,3.062950849533081
10,0.5988249778747559,1.1120400428771973,0.01,0.15620000660419464,3.8696882724761963
11,0.6258000135421753,1.0452219247817993,0.01,0.1615000069141388,3.659646987915039
12,0.640625,1.0020326375961304,0.01,0.3668000102043152,2.010929584503174
13,0.6681249737739563,0.9365025162696838,0.01,0.358599990606308,2.1810781955718994
14,0.6883500218391418,0.8788172006607056,0.01,0.45660001039505005,1.7033743858337402
15,0.7034749984741211,0.8366041779518127,0.01,0.48089998960494995,1.5863995552062988
16,0.7112749814987183,0.812852144241333,0.01,0.4724999964237213,1.745134949684143
17,0.7194250226020813,0.7884092330932617,0.01,0.414000004529953,2.3905296325683594
18,0.7233499884605408,0.7760120034217834,0.01,0.4943000078201294,1.7463144063949585
19,0.7439249753952026,0.7218899130821228,0.01,0.5412999987602234,1.3879249095916748
20,0.7661250233650208,0.6649656891822815,0.01,0.48919999599456787,1.6941282749176025
21,0.7871000170707703,0.6078490018844604,0.01,0.47279998660087585,1.7682214975357056
22,0.7961500287055969,0.5787369012832642,0.01,0.5235000252723694,1.5496292114257812
23,0.787850022315979,0.5984501242637634,0.01,0.5349000096321106,1.5433777570724487
24,0.8030999898910522,0.5588250756263733,0.01,0.5454999804496765,1.5819109678268433
25,0.8032749891281128,0.5532460808753967,0.01,0.5371999740600586,1.753539800643921
26,0.7992249727249146,0.5614839196205139,0.01,0.5055000185966492,1.9612364768981934
27,0.8070499897003174,0.5389160513877869,0.01,0.5299000144004822,1.9168701171875
28,0.8318250179290771,0.47719091176986694,0.01,0.5709999799728394,1.5399192571640015
29,0.8571000099182129,0.40897974371910095,0.01,0.5670999884605408,1.5840654373168945
30,0.8737249970436096,0.3579128384590149,0.01,0.5497000217437744,1.7937835454940796
31,0.8762999773025513,0.34978851675987244,0.01,0.4641000032424927,2.7851004600524902
32,0.8785499930381775,0.3398839235305786,0.01,0.5425000190734863,2.146890163421631
33,0.8897749781608582,0.30790746212005615,0.01,0.5110999941825867,2.3371188640594482
